ORDERKEY;PRODUCTKEY;QUANTITY;CATALOGPRICE;DISCOUNTAMOUNT;DISCOUNTPCTG;TRANSACTIONPRICE
SO65022;480;2;2,29;0,39;17;1,9
SO65022;484;3;7,95;1,51;19;6,44
SO65023;529;3;3,99;0,08;2;3,91
SO65023;539;1;24,99;3,5;14;21,49
SO65023;214;2;34,99;3,15;9;31,84
SO65024;539;2;24,99;5,75;23;19,24
SO65024;529;3;3,99;0,08;2;3,91
SO65024;222;2;34,99;8,4;24;26,59
SO65024;491;2;53,99;2,16;4;51,83
SO65025;485;2;21,98;2,86;13;19,12
SO65026;528;3;4,99;0,5;10;4,49
SO65026;537;1;35;7,7;22;27,3
SO65026;217;2;34,99;8,4;24;26,59
SO65027;538;1;21,49;2,79;13;18,7
SO65028;228;2;49,99;11,5;23;38,49
SO65029;480;1;2,29;0,32;14;1,97
SO65030;480;1;2,29;0,3;13;1,99
SO65031;596;1;539,99;16,2;3;523,79
SO65031;225;2;8,99;1,89;21;7,1
SO65032;353;3;2319,99;46,4;2;2273,59
SO65032;485;2;21,98;1,76;8;20,22
SO65033;355;2;2319,99;464;20;1855,99
SO65033;225;3;8,99;2,07;23;6,92
SO65033;222;1;34,99;2,45;7;32,54
SO65034;355;2;2319,99;162,4;7;2157,59
SO65034;537;3;35;6,65;19;28,35
SO65034;222;2;34,99;2,45;7;32,54
SO65034;225;1;8,99;0,54;6;8,45
SO65035;222;2;34,99;8,05;23;26,94
SO65036;480;2;2,29;0,16;7;2,13
SO65036;484;3;7,95;0,56;7;7,39
SO65037;538;1;21,49;3,65;17;17,84
SO65037;529;3;3,99;0,52;13;3,47
SO65037;214;1;34,99;5,95;17;29,04
SO65038;541;3;28,99;0,87;3;28,12
SO65038;530;3;4,99;1,2;24;3,79
SO65038;217;2;34,99;8,4;24;26,59
SO65039;535;2;24,99;5,25;21;19,74
SO65039;528;2;4,99;0,3;6;4,69
SO65039;484;1;7,95;0,16;2;7,79
SO65040;535;1;24,99;1;4;23,99
SO65040;528;2;4,99;1,2;24;3,79
SO65040;222;1;34,99;4,2;12;30,79
SO65041;536;2;29,99;5,1;17;24,89
SO65041;528;2;4,99;0,4;8;4,59
SO65041;483;2;120;19,2;16;100,8
SO65042;478;1;9,99;2,2;22;7,79
SO65042;477;2;4,99;0,15;3;4,84
SO65043;476;3;69,99;9,8;14;60,19
SO65043;225;2;8,99;1,71;19;7,28
SO65043;228;1;49,99;2;4;47,99
SO65044;528;1;4,99;1,15;23;3,84
SO65045;528;1;4,99;0,35;7;4,64
SO65046;485;2;21,98;4,62;21;17,36
SO65046;237;2;49,99;4,5;9;45,49
SO65047;537;1;35;7,7;22;27,3
SO65048;536;1;29,99;4,2;14;25,79
SO65048;480;1;2,29;0,09;4;2,2
SO65049;539;2;24,99;5;20;19,99
SO65049;480;2;2,29;0,14;6;2,15
SO65050;536;3;29,99;3;10;26,99
SO65051;477;2;4,99;1,2;24;3,79
SO65052;477;3;4,99;0,9;18;4,09
SO65052;491;1;53,99;3,78;7;50,21
SO65053;529;2;3,99;0,76;19;3,23
SO65053;473;2;63,5;5,08;8;58,42
SO65053;539;2;24,99;2,25;9;22,74
SO65054;528;3;4,99;0,6;12;4,39
SO65054;535;2;24,99;5,25;21;19,74
SO65054;480;3;2,29;0,37;16;1,92
SO65055;536;3;29,99;7,2;24;22,79
SO65055;480;2;2,29;0,25;11;2,04
SO65056;538;3;21,49;3,22;15;18,27
SO65056;480;3;2,29;0,44;19;1,85
SO65057;530;2;4,99;0,1;2;4,89
SO65057;214;2;34,99;5,6;16;29,39
SO65058;537;3;35;6,65;19;28,35
SO65059;479;2;8,99;2,16;24;6,83
SO65059;477;3;4,99;0,35;7;4,64
SO65059;463;1;24,49;4,41;18;20,08
SO65060;587;3;769,49;30,78;4;738,71
SO65060;214;1;34,99;7;20;27,99
SO65060;465;2;24,49;1,22;5;23,27
SO65061;587;2;769,49;76,95;10;692,54
SO65061;476;2;69,99;1,4;2;68,59
SO65061;473;3;63,5;7,62;12;55,88
SO65062;596;2;539,99;118,8;22;421,19
SO65062;478;2;9,99;1,6;16;8,39
SO65062;477;3;4,99;0,15;3;4,84
SO65062;217;2;34,99;5,6;16;29,39
SO65063;353;2;2319,99;232;10;2087,99
SO65063;483;3;120;13,2;11;106,8
SO65064;357;2;2319,99;139,2;6;2180,79
SO65064;537;2;35;1,75;5;33,25
SO65064;485;2;21,98;0,88;4;21,1
SO65064;477;1;4,99;0,45;9;4,54
SO65064;478;3;9,99;2,3;23;7,69
SO65064;217;2;34,99;3,85;11;31,14
SO65065;361;1;2294,99;504,9;22;1790,09
SO65065;485;3;21,98;1,32;6;20,66
SO65065;217;2;34,99;4,9;14;30,09
SO65066;574;1;2384,07;262,25;11;2121,82
SO65066;479;3;8,99;2,25;25;6,74
SO65066;477;1;4,99;1,1;22;3,89
SO65067;372;3;2443,35;244,34;10;2199,01
SO65067;484;2;7,95;1,11;14;6,84
SO65068;376;2;2443,35;48,87;2;2394,48
SO65068;479;1;8,99;1,17;13;7,82
SO65069;372;2;2443,35;244,34;10;2199,01
SO65069;540;3;32,6;1,96;6;30,64
SO65069;529;2;3,99;0,56;14;3,43
SO65069;217;2;34,99;3,15;9;31,84
SO65069;482;3;8,99;0,54;6;8,45
SO65070;355;3;2319,99;487,2;21;1832,79
SO65070;528;3;4,99;0,6;12;4,39
SO65070;537;3;35;4,9;14;30,1
SO65070;214;2;34,99;8,05;23;26,94
SO65070;491;1;53,99;8,64;16;45,35
SO65070;225;2;8,99;0,36;4;8,63
SO65071;353;2;2319,99;232;10;2087,99
SO65071;485;2;21,98;4,84;22;17,14
SO65072;573;2;2384,07;119,2;5;2264,87
SO65072;214;1;34,99;3,15;9;31,84
SO65073;574;3;2384,07;214,57;9;2169,5
SO65073;225;2;8,99;0,99;11;8
SO65074;573;2;2384,07;262,25;11;2121,82
SO65074;214;2;34,99;4,9;14;30,09
SO65075;576;2;2384,07;333,77;14;2050,3
SO65075;482;2;8,99;0,27;3;8,72
SO65076;604;2;539,99;91,8;17;448,19
SO65076;477;2;4,99;0,1;2;4,89
SO65076;479;2;8,99;1,17;13;7,82
SO65077;384;2;1120,49;179,28;16;941,21
SO65077;214;1;34,99;8,4;24;26,59
SO65078;388;1;1120,49;112,05;10;1008,44
SO65078;222;3;34,99;8,4;24;26,59
SO65079;382;2;1120,49;201,69;18;918,8
SO65079;217;2;34,99;4,2;12;30,79
SO65080;582;3;1700,99;255,15;15;1445,84
SO65080;217;2;34,99;2,45;7;32,54
SO65081;388;2;1120,49;156,87;14;963,62
SO65081;491;2;53,99;2,7;5;51,29
SO65082;384;1;1120,49;100,84;9;1019,65
SO65083;386;1;1120,49;112,05;10;1008,44
SO65083;222;1;34,99;2,8;8;32,19
SO65084;606;2;539,99;113,4;21;426,59
SO65084;538;1;21,49;3,65;17;17,84
SO65084;529;3;3,99;0,88;22;3,11
SO65084;483;2;120;27,6;23;92,4
SO65085;605;1;539,99;43,2;8;496,79
SO65085;538;2;21,49;3,87;18;17,62
SO65086;605;2;539,99;81;15;458,99
SO65086;214;1;34,99;0,7;2;34,29
SO65087;576;3;2384,07;190,73;8;2193,34
SO65087;477;1;4,99;0,25;5;4,74
SO65087;479;3;8,99;0,9;10;8,09
SO65087;487;2;54,99;7,15;13;47,84
SO65088;567;3;742,35;89,08;12;653,27
SO65088;541;2;28,99;3,77;13;25,22
SO65088;530;3;4,99;0,4;8;4,59
SO65088;480;3;2,29;0,3;13;1,99
SO65091;535;3;24,99;2;8;22,99
SO65091;528;1;4,99;0,9;18;4,09
SO65091;480;3;2,29;0,46;20;1,83
SO65092;538;2;21,49;2,79;13;18,7
SO65093;530;3;4,99;0,7;14;4,29
SO65093;217;2;34,99;8,05;23;26,94
SO65094;480;3;2,29;0,44;19;1,85
SO65095;581;2;1700,99;68,04;4;1632,95
SO65095;225;2;8,99;0,36;4;8,63
SO65096;359;2;2294,99;504,9;22;1790,09
SO65096;487;2;54,99;8,8;16;46,19
SO65097;357;3;2319,99;92,8;4;2227,19
SO65097;478;2;9,99;1,4;14;8,59
SO65097;477;1;4,99;0,9;18;4,09
SO65097;472;1;63,5;7,62;12;55,88
SO65098;359;2;2294,99;527,85;23;1767,14
SO65099;217;2;34,99;6,65;19;28,34
SO65099;234;2;49,99;1,5;3;48,49
SO65100;491;2;53,99;10,8;20;43,19
SO65101;529;2;3,99;0,64;16;3,35
SO65101;480;3;2,29;0,23;10;2,06
SO65102;529;1;3,99;0,64;16;3,35
SO65102;231;1;49,99;2,5;5;47,49
SO65103;529;2;3,99;0,32;8;3,67
SO65103;486;2;159;36,57;23;122,43
SO65104;480;2;2,29;0,37;16;1,92
SO65105;529;3;3,99;0,72;18;3,27
SO65105;538;2;21,49;0,64;3;20,85
SO65106;535;3;24,99;1,75;7;23,24
SO65107;463;2;24,49;0,49;2;24
SO65107;535;1;24,99;0,75;3;24,24
SO65108;540;2;32,6;3,26;10;29,34
SO65108;529;2;3,99;0,64;16;3,35
SO65109;536;1;29,99;1,8;6;28,19
SO65109;528;2;4,99;0,15;3;4,84
SO65109;217;2;34,99;2,8;8;32,19
SO65109;467;2;24,49;3,67;15;20,82
SO65110;536;2;29,99;6,3;21;23,69
SO65111;477;3;4,99;0,55;11;4,44
SO65111;478;2;9,99;2,2;22;7,79
SO65112;476;2;69,99;10,5;15;59,49
SO65112;490;2;53,99;2,7;5;51,29
SO65113;225;1;8,99;0,18;2;8,81
SO65113;477;3;4,99;0,6;12;4,39
SO65114;528;3;4,99;1;20;3,99
SO65114;480;1;2,29;0,34;15;1,95
SO65115;485;3;21,98;5,28;24;16,7
SO65115;478;1;9,99;0,5;5;9,49
SO65115;477;1;4,99;0,15;3;4,84
SO65116;528;3;4,99;0,85;17;4,14
SO65116;217;2;34,99;3,5;10;31,49
SO65117;529;2;3,99;0,08;2;3,91
SO65117;539;2;24,99;6;24;18,99
SO65117;480;2;2,29;0,44;19;1,85
SO65118;529;1;3,99;0,08;2;3,91
SO65118;487;3;54,99;4,95;9;50,04
SO65119;529;3;3,99;0,76;19;3,23
SO65119;484;1;7,95;0,8;10;7,15
SO65120;529;1;3,99;0,4;10;3,59
SO65120;217;3;34,99;2,8;8;32,19
SO65121;529;2;3,99;0,2;5;3,79
SO65121;481;3;8,99;0,99;11;8
SO65122;541;1;28,99;5,51;19;23,48
SO65122;530;2;4,99;0,65;13;4,34
SO65122;487;2;54,99;5,5;10;49,49
SO65123;530;2;4,99;0,1;2;4,89
SO65123;480;3;2,29;0,05;2;2,24
SO65124;528;3;4,99;1,2;24;3,79
SO65124;537;2;35;7;20;28
SO65124;480;3;2,29;0,18;8;2,11
SO65125;528;1;4,99;1,1;22;3,89
SO65125;537;3;35;7;20;28
SO65126;485;2;21,98;1,98;9;20
SO65126;231;3;49,99;12;24;37,99
SO65127;528;2;4,99;1,1;22;3,89
SO65127;537;2;35;4,2;12;30,8
SO65127;485;1;21,98;3,52;16;18,46
SO65127;228;1;49,99;4;8;45,99
SO65128;225;1;8,99;0,18;2;8,81
SO65129;234;2;49,99;3;6;46,99
SO65130;214;2;34,99;8,4;24;26,59
SO65130;491;3;53,99;12,42;23;41,57
SO65131;595;1;564,99;118,65;21;446,34
SO65131;477;2;4,99;0,45;9;4,54
SO65131;478;2;9,99;0,3;3;9,69
SO65131;217;2;34,99;2,1;6;32,89
SO65132;359;2;2294,99;390,15;17;1904,84
SO65133;353;1;2319,99;580;25;1739,99
SO65133;487;2;54,99;10,45;19;44,54
SO65133;484;2;7,95;0,8;10;7,15
SO65133;467;2;24,49;5,63;23;18,86
SO65134;566;3;742,35;178,16;24;564,19
SO65134;541;1;28,99;4,35;15;24,64
SO65134;530;2;4,99;1,1;22;3,89
SO65134;217;1;34,99;4,2;12;30,79
SO65135;561;1;2384,07;500,65;21;1883,42
SO65135;479;3;8,99;1,62;18;7,37
SO65135;477;1;4,99;0,3;6;4,69
SO65136;561;2;2384,07;71,52;3;2312,55
SO65136;479;1;8,99;0,27;3;8,72
SO65136;477;2;4,99;0,85;17;4,14
SO65136;488;1;53,99;8,64;16;45,35
SO65137;560;2;1214,85;182,23;15;1032,62
SO65137;488;2;53,99;9,72;18;44,27
SO65138;583;2;1700,99;204,12;12;1496,87
SO65138;222;2;34,99;6,3;18;28,69
SO65138;471;3;63,5;7,62;12;55,88
SO65139;581;1;1700,99;153,09;9;1547,9
SO65139;479;2;8,99;0,45;5;8,54
SO65139;477;3;4,99;0,25;5;4,74
SO65139;222;2;34,99;3,85;11;31,14
SO65140;384;1;1120,49;89,64;8;1030,85
SO65140;529;3;3,99;0,92;23;3,07
SO65140;539;2;24,99;0,25;1;24,74
SO65140;222;2;34,99;2,8;8;32,19
SO65141;388;1;1120,49;246,51;22;873,98
SO65141;217;2;34,99;5,25;15;29,74
SO65142;378;3;2443,35;97,73;4;2345,62
SO65142;540;2;32,6;3,26;10;29,34
SO65143;359;2;2294,99;252,45;11;2042,54
SO65143;537;1;35;0,35;1;34,65
SO65143;528;2;4,99;0,1;2;4,89
SO65143;480;3;2,29;0,18;8;2,11
SO65144;355;1;2319,99;208,8;9;2111,19
SO65144;478;3;9,99;0,2;2;9,79
SO65144;477;2;4,99;0,1;2;4,89
SO65145;225;2;8,99;0,81;9;8,18
SO65145;564;2;2384,07;143,04;6;2241,03
SO65146;576;2;2384,07;357,61;15;2026,46
SO65146;217;2;34,99;2,45;7;32,54
SO65147;573;3;2384,07;309,93;13;2074,14
SO65147;225;2;8,99;1,89;21;7,1
SO65148;580;1;1700,99;272,16;16;1428,83
SO65148;237;3;49,99;5,5;11;44,49
SO65148;482;3;8,99;1,8;20;7,19
SO65149;574;2;2384,07;357,61;15;2026,46
SO65149;225;1;8,99;0,99;11;8
SO65150;589;1;769,49;46,17;6;723,32
SO65150;225;2;8,99;0,9;10;8,09
SO65150;475;2;69,99;11,9;17;58,09
SO65324;582;3;1700,99;340,2;20;1360,79
SO65324;217;1;34,99;2,1;6;32,89
SO65325;582;2;1700,99;187,11;11;1513,88
SO65325;214;1;34,99;0,35;1;34,64
SO65326;580;1;1700,99;272,16;16;1428,83
SO65326;222;2;34,99;2,8;8;32,19
SO65327;580;3;1700,99;119,07;7;1581,92
SO65328;582;1;1700,99;51,03;3;1649,96
SO65328;222;2;34,99;4,2;12;30,79
SO65329;353;2;2319,99;440,8;19;1879,19
SO65329;480;1;2,29;0,53;23;1,76
SO65330;361;3;2294,99;45,9;2;2249,09
SO65330;478;2;9,99;1,5;15;8,49
SO65330;477;1;4,99;0,25;5;4,74
SO65330;225;2;8,99;2,16;24;6,83
SO65331;485;3;21,98;3,3;15;18,68
SO65331;217;2;34,99;5,95;17;29,04
SO65332;225;2;8,99;1,08;12;7,91
SO65332;477;3;4,99;0,8;16;4,19
SO65333;225;3;8,99;0,54;6;8,45
SO65333;474;2;69,99;4,9;7;65,09
SO65334;478;2;9,99;1,8;18;8,19
SO65334;477;1;4,99;1,25;25;3,74
SO65334;482;2;8,99;1,8;20;7,19
SO65335;483;3;120;20,4;17;99,6
SO65336;540;3;32,6;6,52;20;26,08
SO65336;529;2;3,99;0,56;14;3,43
SO65336;480;2;2,29;0,27;12;2,02
SO65337;359;2;2294,99;183,6;8;2111,39
SO65337;478;2;9,99;0,9;9;9,09
SO65337;222;2;34,99;8,4;24;26,59
SO65338;374;2;2443,35;342,07;14;2101,28
SO65338;483;2;120;25,2;21;94,8
SO65339;581;3;1700,99;340,2;20;1360,79
SO65339;214;3;34,99;1,05;3;33,94
SO65340;530;2;4,99;1,15;23;3,84
SO65341;540;2;32,6;1,63;5;30,97
SO65342;541;2;28,99;0,87;3;28,12
SO65342;530;3;4,99;0,75;15;4,24
SO65343;530;3;4,99;0,5;10;4,49
SO65343;541;2;28,99;1,45;5;27,54
SO65343;465;3;24,49;6,12;25;18,37
SO65344;540;2;32,6;4,89;15;27,71
SO65344;225;1;8,99;1,71;19;7,28
SO65345;535;3;24,99;5,25;21;19,74
SO65345;467;3;24,49;1,96;8;22,53
SO65346;540;2;32,6;3,59;11;29,01
SO65346;529;3;3,99;0,56;14;3,43
SO65346;222;1;34,99;4,55;13;30,44
SO65346;465;2;24,49;5,39;22;19,1
SO65347;540;1;32,6;7,5;23;25,1
SO65347;529;2;3,99;0,64;16;3,35
SO65347;480;3;2,29;0,25;11;2,04
SO65348;478;3;9,99;0,6;6;9,39
SO65348;477;1;4,99;0,7;14;4,29
SO65348;225;3;8,99;1,44;16;7,55
SO65349;478;2;9,99;1;10;8,99
SO65349;477;2;4,99;1,1;22;3,89
SO65349;487;2;54,99;8,8;16;46,19
SO65349;228;2;49,99;3,5;7;46,49
SO65350;477;2;4,99;0,7;14;4,29
SO65351;477;1;4,99;0,6;12;4,39
SO65351;217;2;34,99;0,35;1;34,64
SO65352;225;2;8,99;1,8;20;7,19
SO65352;477;2;4,99;1,2;24;3,79
SO65353;225;3;8,99;0,09;1;8,9
SO65353;477;2;4,99;0,7;14;4,29
SO65354;528;3;4,99;0,2;4;4,79
SO65354;483;2;120;25,2;21;94,8
SO65355;528;1;4,99;0,8;16;4,19
SO65355;222;1;34,99;7,7;22;27,29
SO65356;528;2;4,99;0,55;11;4,44
SO65357;485;1;21,98;0,88;4;21,1
SO65357;222;1;34,99;1,4;4;33,59
SO65358;472;1;63,5;1,27;2;62,23
SO65358;485;3;21,98;4,4;20;17,58
SO65359;485;1;21,98;3,3;15;18,68
SO65359;237;2;49,99;7,5;15;42,49
SO65360;539;3;24,99;1,25;5;23,74
SO65360;529;2;3,99;0,56;14;3,43
SO65360;214;2;34,99;7,35;21;27,64
SO65361;539;1;24,99;4;16;20,99
SO65362;529;1;3,99;0,84;21;3,15
SO65362;480;3;2,29;0,07;3;2,22
SO65363;541;1;28,99;3,77;13;25,22
SO65363;530;2;4,99;0,85;17;4,14
SO65363;479;2;8,99;1,44;16;7,55
SO65363;477;2;4,99;1,15;23;3,84
SO65363;484;2;7,95;0,48;6;7,47
SO65364;541;2;28,99;4,06;14;24,93
SO65364;530;1;4,99;0,35;7;4,64
SO65365;529;2;3,99;0,72;18;3,27
SO65365;222;2;34,99;3,15;9;31,84
SO65366;530;2;4,99;0,6;12;4,39
SO65366;222;2;34,99;3,85;11;31,14
SO65367;530;2;4,99;0,05;1;4,94
SO65367;214;2;34,99;3,5;10;31,49
SO65368;541;1;28,99;1,74;6;27,25
SO65368;530;2;4,99;0,15;3;4,84
SO65368;214;2;34,99;3,5;10;31,49
SO65369;485;2;21,98;3,52;16;18,46
SO65369;487;3;54,99;7,7;14;47,29
SO65370;357;2;2319,99;278,4;12;2041,59
SO65370;485;2;21,98;3,96;18;18,02
SO65370;481;3;8,99;2,07;23;6,92
SO65371;355;1;2319,99;23,2;1;2296,79
SO65371;480;2;2,29;0,02;1;2,27
SO65372;361;1;2294,99;550,8;24;1744,19
SO65372;485;1;21,98;4,4;20;17,58
SO65372;477;1;4,99;0,95;19;4,04
SO65372;478;2;9,99;1,1;11;8,89
SO65372;480;1;2,29;0,5;22;1,79
SO65373;359;3;2294,99;413,1;18;1881,89
SO65373;537;3;35;2,1;6;32,9
SO65374;357;2;2319,99;92,8;4;2227,19
SO65374;487;2;54,99;4,4;8;50,59
SO65375;583;3;1700,99;153,09;9;1547,9
SO65375;539;1;24,99;4,5;18;20,49
SO65375;529;2;3,99;0,32;8;3,67
SO65375;467;2;24,49;2,2;9;22,29
SO65376;582;1;1700,99;306,18;18;1394,81
SO65377;580;2;1700,99;51,03;3;1649,96
SO65377;489;2;53,99;11,88;22;42,11
SO65378;382;3;1120,49;246,51;22;873,98
SO65379;386;1;1120,49;112,05;10;1008,44
SO65380;374;3;2443,35;610,84;25;1832,51
SO65380;540;2;32,6;4,56;14;28,04
SO65380;529;2;3,99;0,56;14;3,43
SO65380;467;2;24,49;3,67;15;20,82
SO65381;353;2;2319,99;232;10;2087,99
SO65381;537;2;35;8,4;24;26,6
SO65381;480;3;2,29;0,34;15;1,95
SO65382;357;1;2319,99;116;5;2203,99
SO65382;478;2;9,99;0,4;4;9,59
SO65382;477;2;4,99;0,8;16;4,19
SO65382;214;2;34,99;3,85;11;31,14
SO65382;463;2;24,49;3,67;15;20,82
SO65383;361;3;2294,99;390,15;17;1904,84
SO65383;487;2;54,99;1,1;2;53,89
SO65384;576;2;2384,07;71,52;3;2312,55
SO65384;490;1;53,99;11,34;21;42,65
SO65385;563;1;2384,07;166,88;7;2217,19
SO65385;217;2;34,99;4,9;14;30,09
SO65386;606;3;539,99;27;5;512,99
SO65386;538;3;21,49;4,3;20;17,19
SO65386;529;1;3,99;0,32;8;3,67
SO65386;217;1;34,99;3,5;10;31,49
SO65387;606;3;539,99;64,8;12;475,19
SO65387;538;3;21,49;1,29;6;20,2
SO65388;584;1;539,99;97,2;18;442,79
SO65388;477;2;4,99;0,35;7;4,64
SO65388;479;2;8,99;1,53;17;7,46
SO65389;382;3;1120,49;235,3;21;885,19
SO65389;488;2;53,99;11,34;21;42,65
SO65390;388;2;1120,49;280,12;25;840,37
SO65391;606;2;539,99;59,4;11;480,59
SO65391;479;2;8,99;2,16;24;6,83
SO65391;477;2;4,99;0,35;7;4,64
SO65391;463;2;24,49;4,9;20;19,59
SO65392;576;2;2384,07;119,2;5;2264,87
SO65392;479;3;8,99;1,89;21;7,1
SO65392;477;2;4,99;0,7;14;4,29
SO65392;487;3;54,99;2,75;5;52,24
SO65392;231;3;49,99;5;10;44,99
SO65393;574;3;2384,07;71,52;3;2312,55
SO65393;214;2;34,99;7,35;21;27,64
SO65394;576;2;2384,07;23,84;1;2360,23
SO65395;573;2;2384,07;47,68;2;2336,39
SO65395;477;2;4,99;1,1;22;3,89
SO65395;479;1;8,99;0,72;8;8,27
SO65395;222;2;34,99;3,85;11;31,14
SO65396;588;2;769,49;69,25;9;700,24
SO65396;474;3;69,99;13,3;19;56,69
SO65396;488;2;53,99;10,26;19;43,73
SO65397;582;1;1700,99;289,17;17;1411,82
SO65397;479;2;8,99;1,98;22;7,01
SO65397;477;1;4,99;0,75;15;4,24
SO65397;214;1;34,99;4,55;13;30,44
SO65397;225;2;8,99;0,54;6;8,45
SO65398;535;1;24,99;4,5;18;20,49
SO65399;539;3;24,99;0,5;2;24,49
SO65400;485;2;21,98;5,06;23;16,92
SO65400;487;1;54,99;4,95;9;50,04
SO65401;474;2;69,99;2,1;3;67,89
SO65402;530;3;4,99;0,9;18;4,09
SO65402;479;2;8,99;0,18;2;8,81
SO65402;477;1;4,99;0,45;9;4,54
SO65402;214;2;34,99;6,65;19;28,34
SO65402;228;2;49,99;12;24;37,99
SO65403;228;2;49,99;2,5;5;47,49
SO65404;361;3;2294,99;321,3;14;1973,69
SO65404;477;1;4,99;1;20;3,99
SO65404;478;2;9,99;1,6;16;8,39
SO65404;487;2;54,99;9,9;18;45,09
SO65405;580;1;1700,99;340,2;20;1360,79
SO65405;529;2;3,99;0,6;15;3,39
SO65405;539;3;24,99;4,5;18;20,49
SO65405;214;1;34,99;4,9;14;30,09
SO65406;225;2;8,99;0,18;2;8,81
SO65407;529;2;3,99;0,6;15;3,39
SO65407;539;2;24,99;1;4;23,99
SO65407;481;3;8,99;0,9;10;8,09
SO65408;539;3;24,99;1;4;23,99
SO65408;480;2;2,29;0,34;15;1,95
SO65409;539;2;24,99;3,5;14;21,49
SO65410;541;2;28,99;2,03;7;26,96
SO65410;530;2;4,99;0,4;8;4,59
SO65410;467;2;24,49;3,67;15;20,82
SO65411;536;2;29,99;7,2;24;22,79
SO65412;536;2;29,99;1,8;6;28,19
SO65412;480;1;2,29;0,11;5;2,18
SO65413;476;2;69,99;13,3;19;56,69
SO65413;231;2;49,99;10;20;39,99
SO65414;225;2;8,99;2,16;24;6,83
SO65414;476;2;69,99;15,4;22;54,59
SO65415;475;2;69,99;1,4;2;68,59
SO65415;471;1;63,5;2,54;4;60,96
SO65416;477;2;4,99;1,05;21;3,94
SO65416;228;2;49,99;11;22;38,99
SO65417;528;2;4,99;0,3;6;4,69
SO65417;480;1;2,29;0,55;24;1,74
SO65418;528;3;4,99;1,15;23;3,84
SO65418;480;1;2,29;0,14;6;2,15
SO65418;483;1;120;19,2;16;100,8
SO65419;528;2;4,99;1,05;21;3,94
SO65419;214;3;34,99;7,7;22;27,29
SO65419;228;1;49,99;1;2;48,99
SO65420;528;2;4,99;1,15;23;3,84
SO65421;485;3;21,98;2,42;11;19,56
SO65421;481;2;8,99;0,81;9;8,18
SO65422;539;3;24,99;6;24;18,99
SO65422;529;2;3,99;0,64;16;3,35
SO65422;222;2;34,99;1,75;5;33,24
SO65422;225;1;8,99;0,81;9;8,18
SO65423;485;1;21,98;4,84;22;17,14
SO65423;478;3;9,99;2,2;22;7,79
SO65423;225;3;8,99;1,35;15;7,64
SO65423;477;1;4,99;0,25;5;4,74
SO65424;540;2;32,6;6,52;20;26,08
SO65424;529;2;3,99;0,16;4;3,83
SO65424;482;2;8,99;0,9;10;8,09
SO65425;529;3;3,99;0,56;14;3,43
SO65426;477;3;4,99;0,8;16;4,19
SO65426;217;3;34,99;8,75;25;26,24
SO65427;529;2;3,99;0,84;21;3,15
SO65427;480;1;2,29;0,37;16;1,92
SO65428;477;3;4,99;1,25;25;3,74
SO65428;491;3;53,99;10,8;20;43,19
SO65429;529;1;3,99;0,04;1;3,95
SO65429;214;2;34,99;2,1;6;32,89
SO65430;485;1;21,98;5,28;24;16,7
SO65430;463;2;24,49;3,92;16;20,57
SO65431;355;2;2319,99;533,6;23;1786,39
SO65431;537;1;35;5,25;15;29,75
SO65431;480;3;2,29;0,39;17;1,9
SO65432;363;1;2294,99;344,25;15;1950,74
SO65432;485;3;21,98;0,88;4;21,1
SO65432;214;3;34,99;8,05;23;26,94
SO65433;361;2;2294,99;344,25;15;1950,74
SO65433;485;2;21,98;1,1;5;20,88
SO65433;478;1;9,99;0,6;6;9,39
SO65433;477;3;4,99;1,15;23;3,84
SO65433;483;3;120;19,2;16;100,8
SO65434;569;2;742,35;22,27;3;720,08
SO65434;477;2;4,99;0,55;11;4,44
SO65434;479;2;8,99;1,08;12;7,91
SO65434;214;3;34,99;7,35;21;27,64
SO65435;579;2;1214,85;24,3;2;1190,55
SO65435;237;2;49,99;10,5;21;39,49
SO65435;225;1;8,99;1,71;19;7,28
SO65436;386;2;1120,49;268,92;24;851,57
SO65436;237;2;49,99;4,5;9;45,49
SO65436;463;3;24,49;0,73;3;23,76
SO65437;382;2;1120,49;112,05;10;1008,44
SO65438;604;2;539,99;59,4;11;480,59
SO65439;606;3;539,99;32,4;6;507,59
SO65439;477;1;4,99;0,35;7;4,64
SO65439;479;1;8,99;2,07;23;6,92
SO65440;584;2;539,99;21,6;4;518,39
SO65440;479;2;8,99;2,25;25;6,74
SO65440;477;2;4,99;0,5;10;4,49
SO65441;584;1;539,99;81;15;458,99
SO65442;357;2;2319,99;440,8;19;1879,19
SO65443;376;2;2443,35;73,3;3;2370,05
SO65443;214;3;34,99;1,05;3;33,94
SO65443;231;2;49,99;11;22;38,99
SO65444;357;2;2319,99;116;5;2203,99
SO65444;217;2;34,99;0,7;2;34,29
SO65445;573;2;2384,07;309,93;13;2074,14
SO65445;217;2;34,99;3,85;11;31,14
SO65446;561;1;2384,07;405,29;17;1978,78
SO65446;477;2;4,99;1;20;3,99
SO65446;479;2;8,99;1,08;12;7,91
SO65446;222;2;34,99;3,15;9;31,84
SO65447;384;3;1120,49;134,46;12;986,03
SO65447;228;1;49,99;7,5;15;42,49
SO65448;384;1;1120,49;67,23;6;1053,26
SO65449;390;2;1120,49;235,3;21;885,19
SO65449;222;2;34,99;1,75;5;33,24
SO65450;584;2;539,99;129,6;24;410,39
SO65450;479;1;8,99;0,54;6;8,45
SO65450;477;2;4,99;0,1;2;4,89
