ORDERKEY;ORDERDATE;DELIVERYDATE;CUSTOMERKEY;CHANNELKEY;PAYMENTMETHODKEY;DELIVERYMETHODKEY;COUNTRYKEY;DELIVERYCOST;ORDERSTATUSKEY
SO62319;18-01-2020;25-01-2020;18041;2;2;2;3;1,34;4
SO62320;18-01-2020;25-01-2020;17800;1;4;1;9;7,7;4
SO62321;18-01-2020;25-01-2020;22568;1;1;1;7;4,54;4
SO62322;18-01-2020;25-01-2020;25633;1;4;3;6;9,71;4
SO62323;18-01-2020;25-01-2020;27314;1;2;2;9;5,22;4
SO62324;18-01-2020;25-01-2020;14993;1;1;4;7;7,19;4
SO62325;18-01-2020;25-01-2020;27326;2;2;1;2;9,52;4
SO62326;18-01-2020;25-01-2020;13827;2;4;2;2;9,84;4
SO62327;18-01-2020;25-01-2020;11737;2;3;4;4;2,48;4
SO62328;18-01-2020;25-01-2020;11975;1;4;2;4;9;4
SO62329;18-01-2020;25-01-2020;16097;1;4;1;9;3,15;4
SO62330;18-01-2020;25-01-2020;19723;2;2;2;4;8,55;4
SO62331;18-01-2020;25-01-2020;14442;2;3;1;4;7,95;4
SO62332;18-01-2020;25-01-2020;23538;1;2;1;2;3,12;4
SO62333;18-01-2020;25-01-2020;20256;2;2;1;6;5,06;4
SO62334;18-01-2020;25-01-2020;24502;1;3;1;7;2,01;4
SO62335;18-01-2020;25-01-2020;22789;2;1;1;4;3,72;4
SO62336;18-01-2020;25-01-2020;26115;1;1;2;7;0;4
SO62337;18-01-2020;25-01-2020;22716;2;3;3;1;6,16;4
SO62338;18-01-2020;25-01-2020;20480;2;2;1;1;7,23;4
SO62339;18-01-2020;25-01-2020;26960;1;4;2;10;1,2;4
SO62340;18-01-2020;25-01-2020;22711;2;2;4;9;0;4
SO62341;18-01-2020;25-01-2020;29480;2;1;1;8;5,04;4
SO62342;18-01-2020;25-01-2020;29085;2;3;1;10;0;4
SO62343;18-01-2020;25-01-2020;11751;1;4;2;3;0;4
SO62344;18-01-2020;25-01-2020;23314;1;2;2;9;1,5;4
SO62345;18-01-2020;25-01-2020;28534;2;3;4;10;8,19;4
SO62346;18-01-2020;25-01-2020;29066;2;4;3;9;0;4
SO62347;19-01-2020;26-01-2020;14521;1;1;4;8;8,23;4
SO62348;19-01-2020;26-01-2020;28303;1;3;3;9;4,96;4
SO62349;19-01-2020;26-01-2020;14320;2;4;2;2;7,51;4
SO62350;19-01-2020;26-01-2020;13121;1;4;3;9;0;4
SO62351;19-01-2020;26-01-2020;19101;2;1;4;6;6,96;4
SO62352;19-01-2020;26-01-2020;17639;1;1;3;8;0;4
SO62353;19-01-2020;26-01-2020;15699;1;1;4;6;9,71;4
SO62354;19-01-2020;26-01-2020;29226;1;1;2;1;0;4
SO62355;19-01-2020;26-01-2020;26674;1;2;3;4;1,16;4
SO62356;19-01-2020;26-01-2020;24514;2;3;2;4;9,46;4
SO62357;19-01-2020;26-01-2020;19014;1;3;4;9;2,66;4
SO62358;19-01-2020;26-01-2020;22364;1;2;4;4;8,69;4
SO62359;19-01-2020;26-01-2020;21905;2;4;4;1;6,05;4
SO62360;19-01-2020;26-01-2020;27230;2;4;1;6;9,01;4
SO62361;19-01-2020;26-01-2020;27414;1;1;4;6;4,28;4
SO62362;19-01-2020;26-01-2020;18347;2;4;4;4;2,1;4
SO62363;19-01-2020;26-01-2020;15164;2;4;2;4;0;4
SO62364;19-01-2020;26-01-2020;27007;1;4;4;8;9,01;4
SO62365;19-01-2020;26-01-2020;14208;2;1;1;8;3,9;4
SO62366;19-01-2020;26-01-2020;17112;1;4;4;10;5,96;4
SO62367;19-01-2020;26-01-2020;22838;1;1;3;6;8,51;4
SO62368;19-01-2020;26-01-2020;26969;2;3;1;8;7,28;4
SO62369;19-01-2020;26-01-2020;27311;1;4;3;6;1,75;4
SO62370;19-01-2020;26-01-2020;22700;1;4;3;10;1,76;4
SO62371;19-01-2020;26-01-2020;26859;2;1;1;7;5,37;4
SO62372;19-01-2020;26-01-2020;27307;1;4;1;6;4,41;4
SO62373;19-01-2020;26-01-2020;24196;1;4;2;9;4;4
SO62374;19-01-2020;26-01-2020;25491;1;3;4;3;5,25;4
SO62375;19-01-2020;26-01-2020;13395;2;4;1;1;7,03;4
SO62376;19-01-2020;26-01-2020;12617;2;4;2;6;7,07;4
SO62377;19-01-2020;26-01-2020;14614;2;4;3;4;2,26;4
SO62378;19-01-2020;26-01-2020;12768;1;3;2;4;6,61;4
SO62379;19-01-2020;26-01-2020;15166;1;1;1;4;8,96;4
SO62380;19-01-2020;26-01-2020;12437;2;2;1;1;5,32;4
SO62381;19-01-2020;26-01-2020;14584;1;1;2;4;2,28;4
SO62382;19-01-2020;26-01-2020;20446;1;2;3;3;0;4
SO62383;19-01-2020;26-01-2020;20600;2;2;3;3;0;4
SO62384;19-01-2020;26-01-2020;13646;2;1;4;6;8,02;4
SO62385;19-01-2020;26-01-2020;26066;1;2;2;4;6,42;4
SO62386;19-01-2020;26-01-2020;13101;2;1;1;9;6,45;4
SO62387;19-01-2020;26-01-2020;26041;1;1;4;1;3,02;4
SO62388;19-01-2020;26-01-2020;12177;2;3;2;8;2,56;4
SO62389;19-01-2020;26-01-2020;22872;2;2;3;1;9,1;4
SO62390;19-01-2020;26-01-2020;18471;1;4;3;1;5,67;4
SO62391;19-01-2020;26-01-2020;22719;2;4;3;4;4,72;4
SO62392;19-01-2020;26-01-2020;27809;1;1;4;9;3,01;4
SO62393;19-01-2020;26-01-2020;14302;1;4;4;2;0;4
SO62394;19-01-2020;26-01-2020;23101;2;3;1;8;6,77;4
SO62395;19-01-2020;26-01-2020;28715;1;1;2;10;8,97;4
SO62396;20-01-2020;27-01-2020;11215;2;1;4;9;8,93;4
SO62397;20-01-2020;27-01-2020;15239;1;4;4;3;1,47;4
SO62398;20-01-2020;27-01-2020;14278;2;2;1;2;8,22;4
SO62399;20-01-2020;27-01-2020;17235;2;4;3;9;7,83;4
SO62400;20-01-2020;27-01-2020;19619;2;4;2;10;6,24;4
SO62401;20-01-2020;27-01-2020;18298;1;1;1;6;7,39;4
SO62402;20-01-2020;27-01-2020;26035;1;3;3;8;7,03;4
SO62403;20-01-2020;27-01-2020;19962;1;4;1;10;2,02;4
SO62404;20-01-2020;27-01-2020;23569;2;2;1;6;6,51;4
SO62405;20-01-2020;27-01-2020;12372;2;4;1;6;0;4
SO62406;20-01-2020;27-01-2020;15055;1;1;2;8;2,12;4
SO62407;20-01-2020;27-01-2020;17898;2;4;2;8;2,17;4
SO62408;20-01-2020;27-01-2020;15692;2;3;4;6;5;4
SO62409;20-01-2020;27-01-2020;15101;1;3;2;9;2,15;4
SO62410;20-01-2020;27-01-2020;15106;1;3;3;9;9,93;4
SO62411;20-01-2020;27-01-2020;15710;2;3;2;10;3,16;4
SO62412;20-01-2020;27-01-2020;11276;1;4;3;7;6,65;4
SO62413;20-01-2020;27-01-2020;11078;1;2;2;9;2,18;4
SO62414;20-01-2020;27-01-2020;26675;2;2;1;4;7,61;4
SO62415;20-01-2020;27-01-2020;26707;2;4;3;4;3,61;4
SO62416;20-01-2020;27-01-2020;25416;1;3;3;4;9,12;4
SO62417;20-01-2020;27-01-2020;21686;2;3;3;4;8,82;4
SO62418;20-01-2020;27-01-2020;21770;1;3;2;1;9,48;4
SO62419;20-01-2020;27-01-2020;20780;2;4;4;1;6,98;4
SO62420;20-01-2020;27-01-2020;18323;2;4;1;1;5,72;4
SO62421;20-01-2020;27-01-2020;28992;1;2;1;6;6,31;4
SO62422;20-01-2020;27-01-2020;18074;2;3;4;1;0;4
SO62423;20-01-2020;27-01-2020;16063;1;1;1;4;2,73;4
SO62424;20-01-2020;27-01-2020;15772;2;1;2;4;6,69;4
SO62425;20-01-2020;27-01-2020;14028;1;3;4;1;7,55;4
SO62426;20-01-2020;27-01-2020;14954;1;2;3;2;4,56;4
SO62427;20-01-2020;27-01-2020;17208;1;1;1;8;0;4
SO62428;20-01-2020;27-01-2020;15001;1;4;2;10;2,16;4
SO62429;20-01-2020;27-01-2020;17718;1;1;3;8;4,72;4
SO62430;20-01-2020;27-01-2020;21841;2;2;2;2;0;4
SO62431;20-01-2020;27-01-2020;24531;1;1;1;2;6,29;4
SO62432;20-01-2020;27-01-2020;25317;1;1;3;8;7,95;4
SO62433;20-01-2020;27-01-2020;14542;2;3;1;6;7,65;4
SO62434;20-01-2020;27-01-2020;24864;2;1;4;6;9,71;4
SO62435;20-01-2020;27-01-2020;12430;1;4;1;8;4,32;4
SO62436;20-01-2020;27-01-2020;12931;2;1;2;4;2,91;4
SO62437;20-01-2020;27-01-2020;11922;1;2;4;8;5,13;4
SO62438;20-01-2020;27-01-2020;11874;2;2;3;4;6,37;4
SO62439;20-01-2020;27-01-2020;12714;1;2;2;8;1,11;4
SO62440;20-01-2020;27-01-2020;12985;2;3;2;4;8,32;4
SO62441;20-01-2020;27-01-2020;16732;2;2;4;1;3,31;4
SO62442;20-01-2020;27-01-2020;15909;2;2;4;4;6,14;4
SO62443;20-01-2020;27-01-2020;14664;2;4;4;4;5,37;4
SO62444;20-01-2020;27-01-2020;15889;1;3;2;9;5,18;4
SO62445;20-01-2020;27-01-2020;12084;2;3;3;1;2,79;4
SO62446;20-01-2020;27-01-2020;14439;2;4;3;1;9,38;4
SO62447;20-01-2020;27-01-2020;14440;1;4;1;4;2,27;4
SO62448;20-01-2020;27-01-2020;28494;2;2;1;8;4,82;4
SO62449;20-01-2020;27-01-2020;11337;2;1;3;2;5,51;4
SO62450;20-01-2020;27-01-2020;11341;1;2;4;3;2,95;4
SO62451;20-01-2020;27-01-2020;11400;1;4;2;6;4,46;4
SO62452;20-01-2020;27-01-2020;25593;1;2;3;10;5,69;4
SO62453;20-01-2020;27-01-2020;23434;1;2;4;2;1,14;4
SO62454;20-01-2020;27-01-2020;20606;2;2;1;7;1,39;4
SO62455;20-01-2020;27-01-2020;20259;2;4;1;6;6,26;4
SO62456;20-01-2020;27-01-2020;24506;1;2;3;8;6,6;4
SO62457;20-01-2020;27-01-2020;25138;1;3;4;7;0;4
SO62458;20-01-2020;27-01-2020;12251;1;4;1;7;6,61;4
SO62459;20-01-2020;27-01-2020;13644;1;2;4;8;5,11;4
SO62460;20-01-2020;27-01-2020;29174;2;2;3;1;5,6;4
SO62461;20-01-2020;27-01-2020;25982;2;2;4;1;9,35;4
SO62462;20-01-2020;27-01-2020;23242;2;4;4;1;5,16;4
SO62463;20-01-2020;27-01-2020;23181;1;4;1;1;5,48;4
SO62464;20-01-2020;27-01-2020;20463;1;4;2;4;5,11;4
SO62465;20-01-2020;27-01-2020;11483;1;4;4;8;2,62;4
SO62466;20-01-2020;27-01-2020;26962;1;2;3;10;2,28;4
SO62467;20-01-2020;27-01-2020;11244;2;2;1;2;2,94;4
SO62468;20-01-2020;27-01-2020;13585;2;4;1;10;6,97;4
SO62469;20-01-2020;27-01-2020;14301;2;1;1;6;9,66;4
SO62470;20-01-2020;27-01-2020;28351;2;3;3;6;2,44;4
SO62471;21-01-2020;28-01-2020;13981;1;1;2;8;5,63;4
SO62472;21-01-2020;28-01-2020;22205;2;1;1;8;4,84;4
SO62473;21-01-2020;28-01-2020;15809;1;3;4;6;2,65;4
SO62474;21-01-2020;28-01-2020;24588;2;3;4;7;2,99;4
SO62475;21-01-2020;28-01-2020;19762;2;1;4;6;1,75;4
SO62476;21-01-2020;28-01-2020;11068;1;2;4;10;7,78;4
SO62477;21-01-2020;28-01-2020;16162;2;3;4;6;0;4
SO62478;21-01-2020;28-01-2020;17522;1;1;2;10;3,72;4
SO62479;21-01-2020;28-01-2020;16633;1;3;4;6;4,32;4
SO62480;21-01-2020;28-01-2020;12255;1;1;1;8;8,61;4
SO62481;21-01-2020;28-01-2020;12221;2;1;3;9;2,17;4
SO62482;21-01-2020;28-01-2020;15920;2;2;1;10;7,59;4
SO62483;21-01-2020;28-01-2020;11870;1;3;2;1;5,89;4
SO62484;21-01-2020;28-01-2020;11507;1;1;3;9;3,52;4
SO62485;21-01-2020;28-01-2020;11197;1;3;3;1;2,25;4
SO62486;21-01-2020;28-01-2020;16149;2;3;1;6;0;4
SO62487;21-01-2020;28-01-2020;20096;2;2;4;7;8,41;4
SO62488;21-01-2020;28-01-2020;21640;2;2;2;4;1,28;4
SO62489;21-01-2020;28-01-2020;12203;2;1;4;2;7,59;4
SO62490;21-01-2020;28-01-2020;20790;1;3;1;4;0;4
SO62491;21-01-2020;28-01-2020;11500;2;2;1;9;6,98;4
SO62492;21-01-2020;28-01-2020;18764;2;2;2;4;3,18;4
SO62493;21-01-2020;28-01-2020;22353;1;2;1;3;6,38;4
SO62494;21-01-2020;28-01-2020;18685;2;2;4;3;6,13;4
SO62495;21-01-2020;28-01-2020;20082;1;1;4;10;3,24;4
SO62496;21-01-2020;28-01-2020;17087;1;3;2;10;6,81;4
SO62497;21-01-2020;28-01-2020;15104;2;2;3;8;4,15;4
SO62498;21-01-2020;28-01-2020;17088;2;2;4;2;5,19;4
SO62499;21-01-2020;28-01-2020;14188;2;1;1;8;2,95;4
SO62500;21-01-2020;28-01-2020;20723;1;2;4;2;0;4
SO62501;21-01-2020;28-01-2020;21518;1;3;4;9;5,44;4
SO62502;21-01-2020;28-01-2020;21091;2;1;1;8;8,39;4
SO62503;21-01-2020;28-01-2020;23440;1;4;4;8;9,72;4
SO62504;21-01-2020;28-01-2020;11566;2;1;4;8;7,26;4
SO62505;21-01-2020;28-01-2020;27858;1;4;1;3;2,66;4
SO62506;21-01-2020;28-01-2020;26881;2;2;4;6;2,25;4
SO62507;21-01-2020;28-01-2020;12945;2;4;1;2;7,2;4
SO62508;21-01-2020;28-01-2020;13293;2;2;3;4;6,62;4
SO62509;21-01-2020;28-01-2020;13327;2;4;4;1;5,64;4
SO62510;21-01-2020;28-01-2020;16751;2;1;2;1;5,91;4
SO62511;21-01-2020;28-01-2020;12096;1;3;2;4;7,13;4
SO62512;21-01-2020;28-01-2020;14991;2;3;4;9;2,01;4
SO62513;21-01-2020;28-01-2020;13261;2;1;3;2;2,31;4
SO62514;21-01-2020;28-01-2020;26976;1;2;3;7;3,09;4
SO62515;21-01-2020;28-01-2020;15047;1;2;4;7;5,02;4
SO62516;21-01-2020;28-01-2020;20241;2;2;1;3;5,02;4
SO62517;21-01-2020;28-01-2020;23533;1;2;4;10;8,15;4
SO62518;21-01-2020;28-01-2020;25226;1;1;1;6;6,13;4
SO62519;21-01-2020;28-01-2020;17733;1;4;1;7;3,44;4
SO62520;21-01-2020;28-01-2020;13119;1;4;3;8;1,64;4
SO62521;21-01-2020;28-01-2020;25420;1;4;3;1;8,13;4
SO62522;21-01-2020;28-01-2020;29202;1;2;2;1;0;4
SO62523;21-01-2020;28-01-2020;25974;2;2;2;4;2,64;4
SO62524;21-01-2020;28-01-2020;22722;1;1;1;4;5,11;4
SO62525;21-01-2020;28-01-2020;26113;2;3;2;10;5,95;4
SO62526;21-01-2020;28-01-2020;22770;2;2;2;4;9,78;4
SO62527;21-01-2020;28-01-2020;20702;2;2;3;4;2,41;4
SO62528;21-01-2020;28-01-2020;24048;2;1;1;3;5,4;4
SO62529;21-01-2020;28-01-2020;27811;1;2;3;3;7,83;4
SO62530;21-01-2020;28-01-2020;11907;1;4;4;9;0;4
SO62531;22-01-2020;29-01-2020;12893;1;2;4;4;1,13;4
SO62532;22-01-2020;29-01-2020;16619;2;1;2;8;2,87;4
SO62533;22-01-2020;29-01-2020;21175;2;4;2;2;3,44;4
SO62534;22-01-2020;29-01-2020;25131;1;3;1;3;3,46;4
SO62535;22-01-2020;29-01-2020;16709;1;2;4;9;6,12;4
SO62536;22-01-2020;29-01-2020;19173;2;3;4;2;1,67;4
SO62537;22-01-2020;29-01-2020;14995;2;2;3;6;8,1;4
SO62538;22-01-2020;29-01-2020;20862;2;4;4;2;6,1;4
SO62539;22-01-2020;29-01-2020;28901;1;1;2;6;4,84;4
SO62540;22-01-2020;29-01-2020;16429;2;4;1;6;2,35;4
SO62541;22-01-2020;29-01-2020;16201;1;4;1;3;0;4
SO62542;22-01-2020;29-01-2020;11330;1;4;3;9;4,32;4
SO62543;22-01-2020;29-01-2020;11185;2;1;1;6;3,93;4
SO62544;22-01-2020;29-01-2020;11287;2;4;2;2;4,47;4
SO62545;22-01-2020;29-01-2020;19220;1;2;4;9;4,84;4
SO62546;22-01-2020;29-01-2020;11276;1;2;1;8;6,83;4
SO62547;22-01-2020;29-01-2020;11808;1;2;3;6;6,26;4
SO62548;22-01-2020;29-01-2020;24265;2;2;2;4;6,35;4
SO62549;22-01-2020;29-01-2020;17348;1;1;2;3;2,88;4
SO62550;22-01-2020;29-01-2020;12054;1;3;4;6;3,72;4
SO62551;22-01-2020;29-01-2020;13185;1;4;3;6;9;4
SO62552;22-01-2020;29-01-2020;11724;2;2;4;10;7,76;4
SO62553;22-01-2020;29-01-2020;21273;2;4;4;1;6,03;4
SO62554;22-01-2020;29-01-2020;22983;1;1;1;2;5,6;4
SO62555;22-01-2020;29-01-2020;13483;2;2;2;1;7,21;4
SO62556;22-01-2020;29-01-2020;12569;1;2;2;2;7,51;4
SO62557;22-01-2020;29-01-2020;11566;2;2;1;9;5,21;4
SO62558;22-01-2020;29-01-2020;24016;1;2;4;8;9,81;4
SO62559;22-01-2020;29-01-2020;13535;2;4;2;9;6,45;4
SO62560;22-01-2020;29-01-2020;11330;2;1;3;8;4,15;4
SO62561;22-01-2020;29-01-2020;14984;1;2;3;9;1,28;4
SO62562;22-01-2020;29-01-2020;17183;2;1;3;9;5,26;4
SO62563;22-01-2020;29-01-2020;25756;2;1;1;2;8,9;4
SO62564;22-01-2020;29-01-2020;26974;2;1;2;6;5,55;4
SO62565;22-01-2020;29-01-2020;23422;2;2;4;6;4,67;4
SO62566;22-01-2020;29-01-2020;20245;2;3;4;2;7,11;4
SO62567;22-01-2020;29-01-2020;13619;1;4;4;8;8,96;4
SO62568;22-01-2020;29-01-2020;13249;1;4;1;9;3,48;4
SO62569;22-01-2020;29-01-2020;25972;1;3;2;1;2,3;4
SO62570;22-01-2020;29-01-2020;25978;2;3;2;4;9,03;4
SO62571;22-01-2020;29-01-2020;23264;1;3;1;1;4,01;4
SO62572;22-01-2020;29-01-2020;23268;2;1;2;4;7,32;4
SO62573;22-01-2020;29-01-2020;22873;1;1;4;4;0;4
SO62574;22-01-2020;29-01-2020;20484;2;4;3;4;0;4
SO62575;22-01-2020;29-01-2020;20399;1;2;2;1;2,19;4
SO62576;22-01-2020;29-01-2020;17548;2;2;3;4;7,53;4
SO62577;22-01-2020;29-01-2020;24055;2;4;2;7;0;4
SO62578;22-01-2020;29-01-2020;24044;2;4;3;9;8,42;4
SO62579;22-01-2020;29-01-2020;24050;1;4;1;9;0;4
SO62580;22-01-2020;29-01-2020;11461;2;2;4;10;2,51;4
SO62581;23-01-2020;30-01-2020;11902;1;4;1;8;6,55;4
SO62582;23-01-2020;30-01-2020;19626;1;4;4;8;8,34;4
SO62583;23-01-2020;30-01-2020;11755;1;1;4;9;5,59;4
SO62584;23-01-2020;30-01-2020;19100;1;2;1;9;7,42;4
SO62585;23-01-2020;30-01-2020;18211;2;3;3;9;4,03;4
SO62586;23-01-2020;30-01-2020;14966;1;2;2;2;4,01;4
SO62587;23-01-2020;30-01-2020;15710;1;1;2;9;4,87;4
SO62588;23-01-2020;30-01-2020;15685;2;3;3;7;2,24;4
SO62589;23-01-2020;30-01-2020;15114;2;2;1;3;1,06;4
SO62590;23-01-2020;30-01-2020;27677;1;2;3;1;4,78;4
SO62591;23-01-2020;30-01-2020;26483;2;2;4;4;1,15;4
SO62592;23-01-2020;30-01-2020;26271;1;3;3;4;0;4
SO62593;23-01-2020;30-01-2020;11200;2;4;1;8;1,31;4
SO62594;23-01-2020;30-01-2020;25283;2;3;4;4;4,9;4
SO62595;23-01-2020;30-01-2020;24821;1;2;4;1;3,96;4
SO62596;23-01-2020;30-01-2020;24962;2;1;4;1;2,77;4
SO62597;23-01-2020;30-01-2020;11091;2;3;1;9;3,62;4
SO62598;23-01-2020;30-01-2020;21421;1;2;3;1;6,89;4
SO62599;23-01-2020;30-01-2020;21460;1;3;1;4;1,85;4
SO62600;23-01-2020;30-01-2020;18405;2;4;3;4;7,89;4
SO62601;23-01-2020;30-01-2020;15957;2;1;2;4;4,85;4
SO62602;23-01-2020;30-01-2020;20070;2;2;1;9;2,3;4
SO62603;23-01-2020;30-01-2020;15858;2;3;2;4;7,69;4
SO62604;23-01-2020;30-01-2020;18411;2;1;1;6;6,18;4
SO62605;23-01-2020;30-01-2020;21082;2;1;3;10;1,43;4
SO62606;23-01-2020;30-01-2020;22304;2;4;4;7;2,04;4
SO62607;23-01-2020;30-01-2020;27303;2;3;4;6;6,52;4
SO62608;23-01-2020;30-01-2020;25490;2;4;1;9;3,27;4
SO62609;23-01-2020;30-01-2020;16247;2;1;1;10;4,03;4
SO62610;23-01-2020;30-01-2020;14504;2;4;4;8;3,49;4
SO62611;23-01-2020;30-01-2020;13516;2;2;1;3;3,09;4
SO62612;23-01-2020;30-01-2020;15942;2;4;1;2;4,91;4
SO62613;23-01-2020;30-01-2020;13312;1;4;1;4;4,57;4
SO62614;23-01-2020;30-01-2020;20527;2;3;4;4;2,49;4
SO62615;23-01-2020;30-01-2020;20496;1;2;2;4;9,42;4
SO62616;23-01-2020;30-01-2020;12441;1;4;2;4;6,06;4
SO62617;23-01-2020;30-01-2020;14596;2;1;1;4;0;4
SO62618;23-01-2020;30-01-2020;14572;1;1;1;4;4,47;4
SO62619;23-01-2020;30-01-2020;15567;1;1;1;2;3,83;4
SO62620;23-01-2020;30-01-2020;14394;1;3;1;1;0;4
SO62621;23-01-2020;30-01-2020;13622;2;1;2;8;1,73;4
SO62622;23-01-2020;30-01-2020;13631;2;4;3;2;1,99;4
SO62623;23-01-2020;30-01-2020;22782;1;3;4;4;5,47;4
SO62624;23-01-2020;30-01-2020;13590;1;4;4;3;2,18;4
SO62625;23-01-2020;30-01-2020;13605;2;1;3;6;5,78;4
SO62626;23-01-2020;30-01-2020;11892;1;2;2;7;8,79;4
SO62627;23-01-2020;30-01-2020;27514;2;4;1;3;4,78;4
SO62628;24-01-2020;31-01-2020;12927;2;1;1;4;6,47;4
SO62629;24-01-2020;31-01-2020;24456;2;4;2;10;6,52;4
SO62630;24-01-2020;31-01-2020;18306;1;2;3;10;1,96;4
SO62631;24-01-2020;31-01-2020;25054;2;4;3;2;2,89;4
SO62632;24-01-2020;31-01-2020;13621;2;2;2;8;6,18;4
SO62633;24-01-2020;31-01-2020;13140;1;2;3;8;8,06;4
SO62634;24-01-2020;31-01-2020;14016;2;4;2;9;5,95;4
SO62635;24-01-2020;31-01-2020;14034;1;3;3;7;5,58;4
SO62636;24-01-2020;31-01-2020;14072;1;1;4;9;7,68;4
SO62637;24-01-2020;31-01-2020;15020;2;3;3;10;1,75;4
SO62638;24-01-2020;31-01-2020;21669;1;1;2;7;0;4
SO62639;24-01-2020;31-01-2020;14965;2;2;4;3;0;4
SO62640;24-01-2020;31-01-2020;25492;1;3;3;6;8,8;4
SO62641;24-01-2020;31-01-2020;15928;1;3;2;10;2,11;4
SO62642;24-01-2020;31-01-2020;15691;2;3;2;6;9,46;4
SO62643;24-01-2020;31-01-2020;12985;2;3;1;4;6,99;4
SO62644;24-01-2020;31-01-2020;28984;1;3;2;1;9,48;4
SO62645;24-01-2020;31-01-2020;28059;2;3;2;4;6,8;4
SO62646;24-01-2020;31-01-2020;28577;1;3;1;1;1,45;4
SO62647;24-01-2020;31-01-2020;24290;1;1;1;1;0;4
SO62648;24-01-2020;31-01-2020;22269;1;3;4;4;7,28;4
SO62649;24-01-2020;31-01-2020;28640;2;1;1;7;6,18;4
SO62650;24-01-2020;31-01-2020;17530;2;3;2;1;0;4
SO62651;24-01-2020;31-01-2020;15508;2;1;1;1;4,63;4
SO62652;24-01-2020;31-01-2020;23284;1;1;3;3;3,57;4
SO62653;24-01-2020;31-01-2020;17194;2;2;2;10;8,16;4
SO62654;24-01-2020;31-01-2020;15090;1;3;1;8;0;4
SO62655;24-01-2020;31-01-2020;20804;1;2;2;8;4,73;4
SO62656;24-01-2020;31-01-2020;21079;2;1;2;10;9,53;4
SO62657;24-01-2020;31-01-2020;17707;1;4;3;8;1,65;4
SO62658;24-01-2020;31-01-2020;19514;1;4;3;6;1,13;4
SO62659;24-01-2020;31-01-2020;11019;2;3;4;9;0;4
SO62660;24-01-2020;31-01-2020;12136;1;4;1;3;3,28;4
SO62661;24-01-2020;31-01-2020;13920;2;4;1;9;8,75;4
SO62662;24-01-2020;31-01-2020;16950;1;4;1;9;4,11;4
SO62663;24-01-2020;31-01-2020;14510;1;2;1;1;5;4
SO62664;24-01-2020;31-01-2020;14585;2;4;3;4;7,59;4
SO62665;24-01-2020;31-01-2020;12902;1;3;3;9;4,47;4
SO62666;24-01-2020;31-01-2020;14448;1;4;3;1;5,24;4
SO62667;24-01-2020;31-01-2020;14421;1;2;3;1;2,72;4
SO62668;24-01-2020;31-01-2020;11344;1;1;2;9;2,65;4
SO62669;24-01-2020;31-01-2020;17191;2;3;2;8;6,46;4
SO62670;24-01-2020;31-01-2020;20264;2;4;1;6;4,7;4
SO62671;24-01-2020;31-01-2020;20444;1;3;1;2;0;4
SO62672;24-01-2020;31-01-2020;20445;1;2;1;6;9,05;4
SO62673;24-01-2020;31-01-2020;17352;1;2;4;10;3,5;4
SO62674;24-01-2020;31-01-2020;20610;1;1;2;8;6,22;4
SO62675;24-01-2020;31-01-2020;25214;2;2;2;2;8,85;4
SO62676;24-01-2020;31-01-2020;13114;2;4;4;9;7,32;4
SO62677;24-01-2020;31-01-2020;13633;1;4;1;6;6,83;4
SO62678;24-01-2020;31-01-2020;13139;2;2;3;8;8,76;4
SO62679;24-01-2020;31-01-2020;25436;1;1;2;4;2,8;4
SO62680;24-01-2020;31-01-2020;29168;2;1;4;4;8,29;4
SO62681;24-01-2020;31-01-2020;24685;1;2;4;4;5,7;4
SO62682;24-01-2020;31-01-2020;26057;2;4;3;4;9,12;4
SO62683;24-01-2020;31-01-2020;12154;2;1;1;8;0;4
SO62684;24-01-2020;31-01-2020;22864;2;1;3;1;1,67;4
SO62685;24-01-2020;31-01-2020;16873;2;3;3;9;8,36;4
SO62686;24-01-2020;31-01-2020;20401;2;2;4;4;7,59;4
SO62687;24-01-2020;31-01-2020;17561;2;3;2;4;2,29;4
SO62688;24-01-2020;31-01-2020;24054;2;1;4;3;1,23;4
SO62689;24-01-2020;31-01-2020;26992;1;3;1;10;0;4
SO62690;24-01-2020;31-01-2020;22471;2;4;2;10;3,25;4
SO62691;24-01-2020;31-01-2020;11898;1;3;1;3;6,58;4
SO62692;24-01-2020;31-01-2020;14348;1;1;1;9;6,98;4
SO62693;24-01-2020;31-01-2020;11893;1;4;4;9;2,18;4
SO62694;24-01-2020;31-01-2020;23325;2;4;1;10;0;4
SO62695;25-01-2020;01-02-2020;11771;1;2;3;1;3,46;4
SO62696;25-01-2020;01-02-2020;13044;1;1;1;8;5,89;4
SO62697;25-01-2020;01-02-2020;19104;2;4;2;3;5,5;4
SO62698;25-01-2020;01-02-2020;29338;2;4;3;10;9,64;4
SO62699;25-01-2020;01-02-2020;23345;1;3;3;6;7,39;4
SO62700;25-01-2020;01-02-2020;11114;2;1;3;7;0;4
SO62701;25-01-2020;01-02-2020;17889;1;4;3;6;7,18;4
SO62702;25-01-2020;01-02-2020;13405;1;2;3;10;5,47;4
SO62703;25-01-2020;01-02-2020;15693;1;1;3;8;0;4
SO62704;25-01-2020;01-02-2020;11720;2;2;2;4;9,78;4
SO62705;25-01-2020;01-02-2020;11157;2;2;2;1;3,92;4
SO62706;25-01-2020;01-02-2020;29200;2;3;4;1;1,55;4
